age,SEX,cps19_votechoice,voteliberal,votecon
53,Male,Liberal Party,1,0
77,Male,Liberal Party,1,0
43,Male,Conservative Party,0,1
55,Female,Liberal Party,1,0
69,Male,ndp,0,0
31,Male,Conservative Party,0,1
73,Male,Conservative Party,0,1
60,Female,Liberal Party,1,0
43,Male,Conservative Party,0,1
68,Male,Liberal Party,1,0
76,Male,Liberal Party,1,0
29,Male,Conservative Party,0,1
56,Female,ndp,0,0
83,Female,Liberal Party,1,0
70,Female,Green Party,0,0
59,Male,ndp,0,0
58,Female,Green Party,0,0
52,Female,Liberal Party,1,0
66,Female,Liberal Party,1,0
29,Female,Conservative Party,0,1
61,Male,Conservative Party,0,1
52,Female,Liberal Party,1,0
43,Female,ndp,0,0
58,Female,Liberal Party,1,0
74,Female,Conservative Party,0,1
47,Male,ndp,0,0
73,Male,Conservative Party,0,1
72,Female,Liberal Party,1,0
59,Male,Liberal Party,1,0
65,Female,Conservative Party,0,1
69,Female,Conservative Party,0,1
67,Female,Liberal Party,1,0
73,Female,Conservative Party,0,1
45,Female,Conservative Party,0,1
59,Female,Conservative Party,0,1
33,Male,Conservative Party,0,1
71,Male,Conservative Party,0,1
76,Male,Liberal Party,1,0
56,Male,Liberal Party,1,0
65,Male,Conservative Party,0,1
60,Male,Liberal Party,1,0
29,Female,People's Party,0,0
65,Female,Liberal Party,1,0
55,Female,Liberal Party,1,0
75,Male,Conservative Party,0,1
49,Male,ndp,0,0
67,Female,Conservative Party,0,1
66,Female,Liberal Party,1,0
57,Female,Conservative Party,0,1
59,Female,Liberal Party,1,0
66,Female,Liberal Party,1,0
67,Female,Conservative Party,0,1
81,Male,Liberal Party,1,0
62,Female,Conservative Party,0,1
77,Female,Conservative Party,0,1
55,Female,Conservative Party,0,1
71,Female,ndp,0,0
66,Male,Conservative Party,0,1
76,Male,ndp,0,0
74,Male,Conservative Party,0,1
35,Male,Green Party,0,0
51,Male,Liberal Party,1,0
52,Male,Conservative Party,0,1
72,Male,Conservative Party,0,1
67,Male,ndp,0,0
69,Female,Conservative Party,0,1
65,Male,Liberal Party,1,0
67,Female,Conservative Party,0,1
78,Male,Liberal Party,1,0
39,Female,Conservative Party,0,1
54,Male,Conservative Party,0,1
64,Female,Conservative Party,0,1
57,Female,Conservative Party,0,1
99,Female,Liberal Party,1,0
69,Male,ndp,0,0
62,Male,Conservative Party,0,1
67,Female,Green Party,0,0
48,Male,ndp,0,0
61,Female,ndp,0,0
61,Female,Conservative Party,0,1
55,Female,Liberal Party,1,0
56,Male,Liberal Party,1,0
65,Male,Liberal Party,1,0
55,Female,Conservative Party,0,1
54,Female,Conservative Party,0,1
21,Female,People's Party,0,0
69,Male,ndp,0,0
48,Male,Green Party,0,0
68,Female,Liberal Party,1,0
81,Male,Conservative Party,0,1
79,Female,Liberal Party,1,0
62,Female,Conservative Party,0,1
54,Female,Liberal Party,1,0
86,Male,Conservative Party,0,1
45,Male,Conservative Party,0,1
54,Male,Conservative Party,0,1
75,Male,Conservative Party,0,1
61,Female,Conservative Party,0,1
38,Male,ndp,0,0
43,Male,ndp,0,0
64,Female,Liberal Party,1,0
56,Female,Conservative Party,0,1
40,Female,Liberal Party,1,0
26,Male,Liberal Party,1,0
60,Female,Green Party,0,0
46,Male,Conservative Party,0,1
43,Male,ndp,0,0
21,Female,ndp,0,0
57,Female,Liberal Party,1,0
59,Male,Liberal Party,1,0
65,Male,Liberal Party,1,0
66,Male,Conservative Party,0,1
64,Male,ndp,0,0
72,Female,Green Party,0,0
72,Male,Liberal Party,1,0
74,Female,Liberal Party,1,0
56,Male,Green Party,0,0
63,Female,Conservative Party,0,1
39,Female,Liberal Party,1,0
64,Female,Conservative Party,0,1
52,Male,Liberal Party,1,0
60,Male,Liberal Party,1,0
43,Male,Conservative Party,0,1
61,Male,Conservative Party,0,1
37,Female,Liberal Party,1,0
74,Male,Liberal Party,1,0
46,Female,Liberal Party,1,0
76,Male,Conservative Party,0,1
55,Female,Liberal Party,1,0
59,Female,Liberal Party,1,0
74,Female,Conservative Party,0,1
36,Female,Liberal Party,1,0
52,Male,Conservative Party,0,1
65,Male,Conservative Party,0,1
70,Female,Another party (please specify),0,0
50,Male,Liberal Party,1,0
68,Female,Conservative Party,0,1
66,Male,Conservative Party,0,1
70,Female,ndp,0,0
57,Male,Conservative Party,0,1
68,Male,Conservative Party,0,1
75,Female,Conservative Party,0,1
77,Female,ndp,0,0
64,Female,Conservative Party,0,1
23,Female,Liberal Party,1,0
35,Female,Conservative Party,0,1
62,Female,Conservative Party,0,1
73,Male,Liberal Party,1,0
72,Male,Conservative Party,0,1
73,Male,Liberal Party,1,0
65,Female,Conservative Party,0,1
47,Female,Liberal Party,1,0
71,Male,Liberal Party,1,0
65,Female,Conservative Party,0,1
66,Female,Bloc Québécois,0,0
43,Male,Liberal Party,1,0
65,Female,Liberal Party,1,0
61,Female,Conservative Party,0,1
67,Female,Conservative Party,0,1
52,Male,Green Party,0,0
64,Female,ndp,0,0
58,Male,Green Party,0,0
69,Male,Another party (please specify),0,0
49,Male,Conservative Party,0,1
73,Male,Conservative Party,0,1
62,Female,Liberal Party,1,0
37,Female,Conservative Party,0,1
56,Male,Conservative Party,0,1
69,Male,Liberal Party,1,0
67,Female,Liberal Party,1,0
55,Male,Liberal Party,1,0
62,Female,Liberal Party,1,0
63,Male,People's Party,0,0
52,Male,Conservative Party,0,1
46,Male,Bloc Québécois,0,0
49,Male,Conservative Party,0,1
78,Male,Conservative Party,0,1
40,Female,Liberal Party,1,0
52,Male,Green Party,0,0
71,Male,ndp,0,0
57,Male,Conservative Party,0,1
75,Female,Conservative Party,0,1
40,Male,Conservative Party,0,1
39,Female,Conservative Party,0,1
49,Male,Conservative Party,0,1
75,Male,Liberal Party,1,0
52,Male,Liberal Party,1,0
71,Female,Conservative Party,0,1
51,Female,ndp,0,0
47,Male,Conservative Party,0,1
64,Female,Conservative Party,0,1
71,Male,Conservative Party,0,1
39,Male,People's Party,0,0
66,Female,Conservative Party,0,1
55,Male,Liberal Party,1,0
57,Male,Liberal Party,1,0
67,Female,Liberal Party,1,0
55,Female,Liberal Party,1,0
24,Female,Liberal Party,1,0
64,Male,Conservative Party,0,1
35,Female,Conservative Party,0,1
48,Female,Conservative Party,0,1
49,Male,ndp,0,0
59,Female,Conservative Party,0,1
71,Male,Liberal Party,1,0
37,Female,Liberal Party,1,0
65,Male,ndp,0,0
76,Male,Conservative Party,0,1
42,Male,Conservative Party,0,1
27,Male,ndp,0,0
73,Male,Liberal Party,1,0
77,Male,Liberal Party,1,0
65,Female,Conservative Party,0,1
68,Female,Liberal Party,1,0
58,Female,Liberal Party,1,0
34,Female,Liberal Party,1,0
37,Male,ndp,0,0
64,Male,Liberal Party,1,0
57,Male,Liberal Party,1,0
50,Female,Conservative Party,0,1
49,Female,Conservative Party,0,1
61,Male,Liberal Party,1,0
38,Male,Liberal Party,1,0
77,Male,Liberal Party,1,0
59,Female,ndp,0,0
39,Male,Liberal Party,1,0
59,Male,Conservative Party,0,1
54,Female,People's Party,0,0
33,Female,Conservative Party,0,1
99,Male,Conservative Party,0,1
31,Female,Liberal Party,1,0
68,Male,Liberal Party,1,0
65,Female,Liberal Party,1,0
68,Male,Green Party,0,0
61,Female,Liberal Party,1,0
46,Female,Green Party,0,0
61,Female,ndp,0,0
52,Male,Conservative Party,0,1
77,Male,Conservative Party,0,1
39,Male,ndp,0,0
65,Male,Liberal Party,1,0
56,Male,Conservative Party,0,1
68,Male,Liberal Party,1,0
54,Female,Liberal Party,1,0
71,Male,Conservative Party,0,1
66,Male,Liberal Party,1,0
32,Female,ndp,0,0
57,Male,Conservative Party,0,1
64,Female,Conservative Party,0,1
65,Male,Conservative Party,0,1
64,Female,Liberal Party,1,0
52,Female,Liberal Party,1,0
32,Male,Liberal Party,1,0
69,Male,Conservative Party,0,1
71,Female,Liberal Party,1,0
76,Female,Liberal Party,1,0
47,Male,Green Party,0,0
57,Male,Liberal Party,1,0
67,Male,Liberal Party,1,0
52,Female,Conservative Party,0,1
66,Male,Bloc Québécois,0,0
55,Female,Conservative Party,0,1
65,Male,Green Party,0,0
63,Female,Conservative Party,0,1
75,Female,Conservative Party,0,1
29,Female,ndp,0,0
47,Female,Conservative Party,0,1
60,Male,Conservative Party,0,1
70,Male,Conservative Party,0,1
31,Female,Conservative Party,0,1
74,Female,Liberal Party,1,0
45,Male,Conservative Party,0,1
66,Male,Liberal Party,1,0
66,Female,Conservative Party,0,1
64,Female,People's Party,0,0
72,Male,Liberal Party,1,0
43,Female,Conservative Party,0,1
71,Male,ndp,0,0
59,Male,Bloc Québécois,0,0
65,Male,Conservative Party,0,1
56,Male,ndp,0,0
61,Male,Liberal Party,1,0
66,Male,Green Party,0,0
70,Male,Conservative Party,0,1
47,Female,People's Party,0,0
33,Male,Conservative Party,0,1
56,Male,ndp,0,0
28,Female,Liberal Party,1,0
45,Male,People's Party,0,0
19,Female,Conservative Party,0,1
65,Male,Green Party,0,0
62,Male,ndp,0,0
48,Female,Liberal Party,1,0
42,Male,Liberal Party,1,0
40,Male,Liberal Party,1,0
52,Female,ndp,0,0
80,Male,Conservative Party,0,1
38,Female,Conservative Party,0,1
70,Male,Conservative Party,0,1
74,Female,People's Party,0,0
46,Female,Liberal Party,1,0
74,Male,Bloc Québécois,0,0
86,Male,Conservative Party,0,1
74,Female,Green Party,0,0
38,Male,People's Party,0,0
52,Female,Conservative Party,0,1
51,Female,Conservative Party,0,1
62,Male,Bloc Québécois,0,0
50,Female,Conservative Party,0,1
66,Female,ndp,0,0
59,Female,Conservative Party,0,1
71,Male,Green Party,0,0
57,Male,Green Party,0,0
54,Female,Conservative Party,0,1
55,Male,Liberal Party,1,0
47,Female,Green Party,0,0
78,Female,Liberal Party,1,0
54,Female,Conservative Party,0,1
44,Female,Liberal Party,1,0
74,Female,Conservative Party,0,1
54,Male,Conservative Party,0,1
65,Male,Bloc Québécois,0,0
41,Male,Conservative Party,0,1
87,Male,Conservative Party,0,1
48,Female,Conservative Party,0,1
59,Male,Another party (please specify),0,0
65,Male,Green Party,0,0
66,Male,Conservative Party,0,1
24,Female,People's Party,0,0
66,Male,Liberal Party,1,0
55,Male,Conservative Party,0,1
73,Female,Conservative Party,0,1
58,Male,Conservative Party,0,1
58,Male,ndp,0,0
35,Female,Liberal Party,1,0
60,Male,Liberal Party,1,0
40,Female,Conservative Party,0,1
66,Male,Conservative Party,0,1
55,Female,ndp,0,0
63,Female,Liberal Party,1,0
60,Female,Conservative Party,0,1
66,Female,Liberal Party,1,0
38,Female,Conservative Party,0,1
65,Male,ndp,0,0
44,Female,Conservative Party,0,1
64,Male,Conservative Party,0,1
58,Female,Conservative Party,0,1
78,Female,Conservative Party,0,1
55,Male,Liberal Party,1,0
50,Male,Conservative Party,0,1
41,Male,Liberal Party,1,0
64,Female,ndp,0,0
36,Female,Liberal Party,1,0
69,Male,Conservative Party,0,1
69,Male,Liberal Party,1,0
61,Male,ndp,0,0
46,Female,ndp,0,0
56,Female,Conservative Party,0,1
49,Male,Conservative Party,0,1
53,Male,ndp,0,0
66,Male,Conservative Party,0,1
26,Female,ndp,0,0
61,Male,ndp,0,0
56,Male,Conservative Party,0,1
65,Male,Conservative Party,0,1
73,Female,Conservative Party,0,1
36,Male,ndp,0,0
59,Male,ndp,0,0
58,Male,Green Party,0,0
33,Female,ndp,0,0
41,Male,Liberal Party,1,0
76,Male,Liberal Party,1,0
55,Female,Conservative Party,0,1
59,Female,Green Party,0,0
52,Male,Liberal Party,1,0
30,Male,Conservative Party,0,1
40,Female,Conservative Party,0,1
46,Female,Conservative Party,0,1
71,Male,Conservative Party,0,1
64,Female,Liberal Party,1,0
37,Female,Liberal Party,1,0
52,Female,Liberal Party,1,0
52,Male,Conservative Party,0,1
63,Female,Conservative Party,0,1
73,Female,Conservative Party,0,1
44,Male,Liberal Party,1,0
63,Female,Conservative Party,0,1
34,Female,Conservative Party,0,1
74,Male,Conservative Party,0,1
59,Male,Conservative Party,0,1
55,Male,ndp,0,0
61,Male,Green Party,0,0
34,Female,Another party (please specify),0,0
51,Male,Conservative Party,0,1
72,Male,Liberal Party,1,0
73,Male,Conservative Party,0,1
37,Male,Conservative Party,0,1
53,Male,Liberal Party,1,0
52,Male,Conservative Party,0,1
77,Male,ndp,0,0
64,Male,Conservative Party,0,1
69,Female,Liberal Party,1,0
55,Male,Conservative Party,0,1
67,Male,Liberal Party,1,0
66,Male,Conservative Party,0,1
31,Female,ndp,0,0
70,Male,Conservative Party,0,1
56,Female,Liberal Party,1,0
55,Female,Liberal Party,1,0
62,Male,Liberal Party,1,0
87,Female,Green Party,0,0
39,Female,Liberal Party,1,0
49,Female,ndp,0,0
70,Male,Conservative Party,0,1
77,Female,Green Party,0,0
61,Male,Conservative Party,0,1
33,Male,ndp,0,0
60,Female,Liberal Party,1,0
68,Male,Liberal Party,1,0
56,Male,Conservative Party,0,1
71,Female,Liberal Party,1,0
68,Male,Liberal Party,1,0
56,Male,Green Party,0,0
34,Male,Liberal Party,1,0
63,Male,Liberal Party,1,0
66,Female,Liberal Party,1,0
38,Male,Liberal Party,1,0
56,Male,Liberal Party,1,0
37,Male,Conservative Party,0,1
43,Male,Conservative Party,0,1
67,Female,Liberal Party,1,0
63,Male,Liberal Party,1,0
68,Male,Liberal Party,1,0
21,Female,Conservative Party,0,1
60,Male,Conservative Party,0,1
42,Male,People's Party,0,0
66,Male,Conservative Party,0,1
73,Male,Conservative Party,0,1
60,Female,ndp,0,0
32,Female,ndp,0,0
38,Female,Conservative Party,0,1
46,Female,Green Party,0,0
25,Female,Green Party,0,0
35,Female,ndp,0,0
69,Male,Conservative Party,0,1
39,Female,Green Party,0,0
62,Female,Conservative Party,0,1
66,Female,ndp,0,0
65,Female,Conservative Party,0,1
52,Female,Bloc Québécois,0,0
39,Female,Liberal Party,1,0
42,Female,Liberal Party,1,0
73,Male,Conservative Party,0,1
65,Female,Bloc Québécois,0,0
54,Male,Liberal Party,1,0
65,Female,Bloc Québécois,0,0
28,Male,Conservative Party,0,1
47,Male,Conservative Party,0,1
61,Female,Conservative Party,0,1
66,Female,Conservative Party,0,1
63,Female,Liberal Party,1,0
34,Female,Liberal Party,1,0
50,Male,ndp,0,0
60,Male,Conservative Party,0,1
50,Male,Conservative Party,0,1
64,Female,Liberal Party,1,0
30,Male,Conservative Party,0,1
22,Female,People's Party,0,0
52,Male,Liberal Party,1,0
29,Female,Conservative Party,0,1
64,Male,Liberal Party,1,0
38,Female,Liberal Party,1,0
32,Male,Conservative Party,0,1
31,Male,Liberal Party,1,0
38,Female,Liberal Party,1,0
58,Male,Conservative Party,0,1
66,Male,Green Party,0,0
46,Male,Liberal Party,1,0
60,Male,Liberal Party,1,0
76,Female,Conservative Party,0,1
39,Female,Green Party,0,0
62,Female,Liberal Party,1,0
56,Female,Liberal Party,1,0
45,Male,Conservative Party,0,1
60,Female,Liberal Party,1,0
57,Male,Conservative Party,0,1
47,Male,Conservative Party,0,1
69,Female,Bloc Québécois,0,0
35,Male,Liberal Party,1,0
54,Female,Liberal Party,1,0
24,Female,Liberal Party,1,0
77,Female,Liberal Party,1,0
66,Male,Liberal Party,1,0
45,Female,Liberal Party,1,0
25,Female,Green Party,0,0
40,Male,ndp,0,0
62,Female,Liberal Party,1,0
73,Female,Liberal Party,1,0
67,Female,Conservative Party,0,1
64,Male,Liberal Party,1,0
71,Male,ndp,0,0
76,Male,Liberal Party,1,0
54,Female,Liberal Party,1,0
46,Male,Conservative Party,0,1
74,Female,Liberal Party,1,0
74,Male,Liberal Party,1,0
69,Male,Liberal Party,1,0
64,Female,Conservative Party,0,1
45,Male,People's Party,0,0
47,Male,Liberal Party,1,0
75,Male,Conservative Party,0,1
62,Female,Green Party,0,0
63,Male,Conservative Party,0,1
60,Female,Liberal Party,1,0
50,Female,Green Party,0,0
44,Female,Green Party,0,0
61,Male,Liberal Party,1,0
34,Male,Conservative Party,0,1
66,Male,Liberal Party,1,0
71,Female,Green Party,0,0
47,Female,Bloc Québécois,0,0
68,Female,Liberal Party,1,0
51,Male,Liberal Party,1,0
28,Female,ndp,0,0
55,Male,Liberal Party,1,0
72,Male,Conservative Party,0,1
65,Male,Liberal Party,1,0
56,Female,Liberal Party,1,0
76,Female,Conservative Party,0,1
69,Female,Liberal Party,1,0
60,Female,Green Party,0,0
71,Male,Liberal Party,1,0
78,Male,Conservative Party,0,1
39,Female,Liberal Party,1,0
36,Male,Conservative Party,0,1
47,Female,Conservative Party,0,1
55,Male,Conservative Party,0,1
56,Male,Green Party,0,0
53,Female,ndp,0,0
72,Male,Conservative Party,0,1
59,Female,Conservative Party,0,1
66,Female,Conservative Party,0,1
48,Female,Liberal Party,1,0
74,Female,Liberal Party,1,0
39,Female,ndp,0,0
38,Male,Liberal Party,1,0
27,Male,Conservative Party,0,1
46,Male,Conservative Party,0,1
66,Female,Liberal Party,1,0
39,Male,Conservative Party,0,1
50,Female,Conservative Party,0,1
64,Male,People's Party,0,0
40,Male,ndp,0,0
75,Female,Liberal Party,1,0
31,Female,Conservative Party,0,1
77,Male,Conservative Party,0,1
79,Female,Conservative Party,0,1
62,Male,Conservative Party,0,1
55,Male,Green Party,0,0
59,Female,Conservative Party,0,1
45,Male,Conservative Party,0,1
48,Male,Conservative Party,0,1
44,Male,Liberal Party,1,0
30,Female,Liberal Party,1,0
58,Male,Conservative Party,0,1
55,Male,Another party (please specify),0,0
60,Male,Conservative Party,0,1
44,Female,Liberal Party,1,0
64,Male,Liberal Party,1,0
65,Male,ndp,0,0
50,Male,Liberal Party,1,0
38,Male,ndp,0,0
44,Female,Conservative Party,0,1
56,Male,Conservative Party,0,1
77,Female,Liberal Party,1,0
57,Female,Conservative Party,0,1
51,Female,Conservative Party,0,1
60,Female,Liberal Party,1,0
46,Male,Liberal Party,1,0
55,Female,Bloc Québécois,0,0
34,Male,Liberal Party,1,0
55,Female,Conservative Party,0,1
52,Male,Liberal Party,1,0
63,Female,Liberal Party,1,0
55,Female,Liberal Party,1,0
48,Female,Liberal Party,1,0
44,Female,Conservative Party,0,1
37,Male,Conservative Party,0,1
69,Male,Conservative Party,0,1
66,Male,People's Party,0,0
40,Male,Liberal Party,1,0
63,Male,Conservative Party,0,1
29,Female,Conservative Party,0,1
41,Male,Conservative Party,0,1
46,Female,Conservative Party,0,1
60,Male,Conservative Party,0,1
53,Female,Conservative Party,0,1
85,Female,Green Party,0,0
46,Female,Bloc Québécois,0,0
58,Male,Conservative Party,0,1
32,Male,Conservative Party,0,1
71,Male,Conservative Party,0,1
64,Female,Bloc Québécois,0,0
59,Male,Conservative Party,0,1
40,Male,Liberal Party,1,0
54,Female,Another party (please specify),0,0
28,Male,ndp,0,0
50,Female,Conservative Party,0,1
81,Male,Conservative Party,0,1
48,Male,People's Party,0,0
40,Female,Conservative Party,0,1
41,Female,Conservative Party,0,1
78,Female,Bloc Québécois,0,0
86,Male,Green Party,0,0
40,Male,Conservative Party,0,1
63,Female,Liberal Party,1,0
31,Male,Conservative Party,0,1
34,Female,Conservative Party,0,1
45,Female,ndp,0,0
63,Female,Conservative Party,0,1
68,Male,Bloc Québécois,0,0
53,Female,Liberal Party,1,0
45,Female,Green Party,0,0
24,Female,Green Party,0,0
69,Male,Conservative Party,0,1
73,Female,Green Party,0,0
51,Female,Liberal Party,1,0
80,Female,ndp,0,0
54,Female,Conservative Party,0,1
32,Female,Liberal Party,1,0
57,Female,Liberal Party,1,0
52,Female,Liberal Party,1,0
56,Female,Liberal Party,1,0
37,Female,Conservative Party,0,1
63,Female,Conservative Party,0,1
64,Male,Liberal Party,1,0
56,Male,Conservative Party,0,1
50,Female,Green Party,0,0
71,Female,Conservative Party,0,1
40,Female,Liberal Party,1,0
70,Male,Liberal Party,1,0
42,Male,Liberal Party,1,0
63,Male,Liberal Party,1,0
40,Male,Conservative Party,0,1
50,Male,Liberal Party,1,0
56,Female,Conservative Party,0,1
40,Male,Conservative Party,0,1
69,Male,Conservative Party,0,1
30,Female,Green Party,0,0
65,Female,ndp,0,0
49,Male,Liberal Party,1,0
66,Female,Liberal Party,1,0
63,Male,ndp,0,0
63,Female,Green Party,0,0
71,Female,Liberal Party,1,0
58,Male,Green Party,0,0
55,Female,Liberal Party,1,0
58,Male,Liberal Party,1,0
59,Female,Liberal Party,1,0
61,Male,Liberal Party,1,0
53,Female,Conservative Party,0,1
47,Female,Liberal Party,1,0
26,Female,Conservative Party,0,1
49,Male,Liberal Party,1,0
74,Male,Conservative Party,0,1
55,Female,Conservative Party,0,1
62,Female,Liberal Party,1,0
58,Male,Liberal Party,1,0
57,Male,Bloc Québécois,0,0
36,Male,Green Party,0,0
35,Male,People's Party,0,0
71,Female,Green Party,0,0
44,Female,Green Party,0,0
40,Female,Liberal Party,1,0
35,Male,People's Party,0,0
81,Male,Conservative Party,0,1
78,Male,Conservative Party,0,1
45,Male,Conservative Party,0,1
35,Female,Conservative Party,0,1
50,Male,Conservative Party,0,1
69,Male,ndp,0,0
30,Male,Conservative Party,0,1
52,Male,Conservative Party,0,1
48,Male,ndp,0,0
43,Male,Liberal Party,1,0
67,Female,Liberal Party,1,0
59,Female,Conservative Party,0,1
45,Male,Conservative Party,0,1
66,Male,Liberal Party,1,0
60,Female,Liberal Party,1,0
79,Male,Liberal Party,1,0
61,Female,Conservative Party,0,1
58,Female,Bloc Québécois,0,0
78,Female,Conservative Party,0,1
34,Male,Green Party,0,0
66,Female,Liberal Party,1,0
30,Male,Liberal Party,1,0
24,Male,Bloc Québécois,0,0
30,Female,Green Party,0,0
49,Male,Liberal Party,1,0
53,Male,Liberal Party,1,0
32,Female,Liberal Party,1,0
67,Female,Liberal Party,1,0
56,Female,Liberal Party,1,0
70,Male,Bloc Québécois,0,0
56,Male,Conservative Party,0,1
66,Male,Conservative Party,0,1
46,Male,Conservative Party,0,1
59,Male,Liberal Party,1,0
49,Female,Conservative Party,0,1
58,Female,Conservative Party,0,1
49,Female,Conservative Party,0,1
64,Female,Liberal Party,1,0
65,Male,Green Party,0,0
99,Male,Bloc Québécois,0,0
61,Female,ndp,0,0
84,Male,Conservative Party,0,1
54,Male,Conservative Party,0,1
36,Female,Green Party,0,0
54,Male,Conservative Party,0,1
68,Female,ndp,0,0
43,Female,Green Party,0,0
27,Male,Liberal Party,1,0
43,Male,People's Party,0,0
